date,return,strategy,growth_1
2021-05-10,-0.004168155866620227,Baseline Equal Weight,1.1642622405535472
2021-05-11,-0.009370387932132962,Baseline Equal Weight,1.1533526517048263
2021-05-12,-0.015790454297264445,Baseline Equal Weight,1.1351406893694524
2021-05-13,0.008609864371066367,Baseline Equal Weight,1.1449140967470022
2021-05-14,0.013974679855317529,Baseline Equal Weight,1.1609139047108816
2021-05-17,0.0037475776134467953,Baseline Equal Weight,1.1652645196713152
2021-05-18,-0.009097171754679056,Baseline Equal Weight,1.1546639081962315
2021-05-19,-0.005935456398289962,Baseline Equal Weight,1.1478104509144538
2021-05-20,0.008183759709367022,Baseline Equal Weight,1.157203855836638
2021-05-21,0.002359981859232585,Baseline Equal Weight,1.1599348359438464
2021-05-24,0.006086452534568965,Baseline Equal Weight,1.1669947242660117
2021-05-25,-0.005869998182363001,Baseline Equal Weight,1.160144467355743
2021-05-26,0.003776031442801253,Baseline Equal Weight,1.1645252093426703
2021-05-27,0.0024923296656811367,Baseline Equal Weight,1.1674275900683486
2021-05-28,0.002876537334263185,Baseline Equal Weight,1.170785739116229
2021-06-01,0.006155867931106229,Baseline Equal Weight,1.177992941501851
2021-06-02,0.0039698313519103134,Baseline Equal Weight,1.182669374813354
2021-06-03,0.0015788199979829276,Baseline Equal Weight,1.1845365968733115
2021-06-04,0.006554730938169273,Baseline Equal Weight,1.1923009155522306
2021-06-07,-0.0019914564046026317,Baseline Equal Weight,1.1899265002577406
2021-06-08,-0.0025166232777745767,Baseline Equal Weight,1.1869319035283512
2021-06-09,-0.002710716221769327,Baseline Equal Weight,1.1837144679633214
2021-06-10,0.0035647167785777256,Baseline Equal Weight,1.1879340747883154
2021-06-11,-0.00023352756822947462,Baseline Equal Weight,1.1876566594326132
2021-06-14,-0.0014199066300113472,Baseline Equal Weight,1.1859702978677078
2021-06-15,-0.0014729108142079728,Baseline Equal Weight,1.184223469390649
2021-06-16,-0.007743520783867086,Baseline Equal Weight,1.1750534103426793
2021-06-17,-0.008576267296364737,Baseline Equal Weight,1.1649758382080755
2021-06-18,-0.014980241444400577,Baseline Equal Weight,1.1475242188748256
2021-06-21,0.016787140140127832,Baseline Equal Weight,1.166787868751268
2021-06-22,0.0015589372176139094,Baseline Equal Weight,1.168606817784925
2021-06-23,-0.0032648221050918247,Baseline Equal Weight,1.1647915244140596
2021-06-24,0.008053981339961824,Baseline Equal Weight,1.174172733616636
2021-06-25,0.007776346214146024,Baseline Equal Weight,1.1833035073084492
2021-06-28,-0.001928868802926309,Baseline Equal Weight,1.1810210700888086
2021-06-29,-0.0002875452130888245,Baseline Equal Weight,1.1806814731335475
2021-06-30,0.004219853898124182,Baseline Equal Weight,1.1856637764503932
2021-07-01,0.006588444236266255,Baseline Equal Weight,1.1934754561244976
2021-07-02,0.003758998415125614,Baseline Equal Weight,1.1979617284725608
2021-07-06,-0.00870513281846741,Baseline Equal Weight,1.1875333125147662
2021-07-07,0.00014737988524848866,Baseline Equal Weight,1.1877083310380934
2021-07-08,-0.006891177591097808,Baseline Equal Weight,1.1795236220024834
2021-07-09,0.011886116594822305,Baseline Equal Weight,1.193543577299952
2021-07-12,0.004306081787774918,Baseline Equal Weight,1.1986830735610792
2021-07-13,-0.004758785672821841,Baseline Equal Weight,1.1929787977243627
2021-07-14,-0.0011872127717579284,Baseline Equal Weight,1.191562478059268
2021-07-15,-0.0010231912264078158,Baseline Equal Weight,1.190343281786001
2021-07-16,-0.009047969358912278,Baseline Equal Weight,1.179573092245814
2021-07-19,-0.016982069693496804,Baseline Equal Weight,1.1595414997847222
2021-07-20,0.010953521504579289,Baseline Equal Weight,1.1722425625380664
2021-07-21,0.009476477867411237,Baseline Equal Weight,1.1833512932371957
2021-07-22,-0.0011833126287486007,Baseline Equal Weight,1.181951018707662
2021-07-23,0.005392072652478763,Baseline Equal Weight,1.188324184472205
2021-07-26,0.005263367379403361,Baseline Equal Weight,1.1945787712209122
2021-07-27,-0.0018026140060780627,Baseline Equal Weight,1.1924254067965459
2021-07-28,0.0020081527876716354,Baseline Equal Weight,1.1948199792012948
2021-07-29,0.006309618739833489,Baseline Equal Weight,1.2023588377327907
2021-07-30,-0.0052389427431341895,Baseline Equal Weight,1.1960597486252074
2021-08-02,-0.0025946151195928024,Baseline Equal Weight,1.192956433917488
2021-08-03,0.006543052640969771,Baseline Equal Weight,1.2007620106629937
2021-08-04,-0.007947856433161204,Baseline Equal Weight,1.1912185265918502
2021-08-05,0.004729711210361476,Baseline Equal Weight,1.196852646211062
2021-08-06,0.003348906599815793,Baseline Equal Weight,1.2008607939369653
2021-08-09,-0.0025267697335255024,Baseline Equal Weight,1.197826495228668
2021-08-10,0.00635821660688296,Baseline Equal Weight,1.2054425355427953
2021-08-11,0.00872425838958546,Baseline Equal Weight,1.2159591276966677
2021-08-12,0.001886757882330281,Baseline Equal Weight,1.2182533481654407
2021-08-13,0.001001383061649097,Baseline Equal Weight,1.2194732864330908
2021-08-16,-0.0014171066135070243,Baseline Equal Weight,1.2177451627738913
2021-08-17,-0.005470573643860055,Baseline Equal Weight,1.2110833981814824
2021-08-18,-0.01267520025987745,Baseline Equal Weight,1.195732673578119
2021-08-19,-0.0044732808045074846,Baseline Equal Weight,1.1903838255620796
2021-08-20,0.005484191515797487,Baseline Equal Weight,1.1969121184387697
2021-08-23,0.009680123750782865,Baseline Equal Weight,1.2084983758640686
2021-08-24,0.0020043639405782354,Baseline Equal Weight,1.210920646430898
2021-08-25,0.00034303500431409617,Baseline Equal Weight,1.2113360346000703
2021-08-26,-0.006980986363108621,Baseline Equal Weight,1.2028797142613852
2021-08-27,0.011113697746323092,Baseline Equal Weight,1.2162481558308698
2021-08-30,-0.0008508688526371877,Baseline Equal Weight,1.2152132881579958
2021-08-31,-0.0005868884250816997,Baseline Equal Weight,1.2145000935451704
2021-09-01,-0.0020525501983182926,Baseline Equal Weight,1.2120072711373067
2021-09-02,0.006855141706755941,Baseline Equal Weight,1.2203157527305715
2021-09-03,-0.003485409597924982,Baseline Equal Weight,1.2160624524935053
2021-09-07,-0.010039107318297158,Baseline Equal Weight,1.2038542710271714
2021-09-08,-0.0019642550834438888,Baseline Equal Weight,1.2014895941555805
2021-09-09,-0.006293044893125543,Baseline Equal Weight,1.1939285662009362
2021-09-10,-0.0037485253314307743,Baseline Equal Weight,1.1894530947266133
2021-09-13,0.005462647442534108,Baseline Equal Weight,1.1959506576325358
2021-09-14,-0.009581884755735848,Baseline Equal Weight,1.1844911962575544
2021-09-15,0.008668950899265226,Baseline Equal Weight,1.194759492278523
2021-09-16,-0.004967130913694273,Baseline Equal Weight,1.1888249654699967
2021-09-17,-0.011456549406665628,Baseline Equal Weight,1.1752051335172122
2021-09-20,-0.017153708495714293,Baseline Equal Weight,1.155046007234191
2021-09-21,-0.0019734950395553508,Baseline Equal Weight,1.1527665296684562
2021-09-22,0.009012739936000491,Baseline Equal Weight,1.1631561146072837
2021-09-23,0.011529630846185412,Baseline Equal Weight,1.176566875225189
2021-09-24,-0.0022472027935134253,Baseline Equal Weight,1.1739228908564276
2021-09-27,0.0036372158958626333,Baseline Equal Weight,1.1781927018555676
2021-09-28,-0.010949737630045586,Baseline Equal Weight,1.1652918008926145
2021-09-29,0.003843832388938706,Baseline Equal Weight,1.1697709872594502
2021-09-30,-0.010301100036886446,Baseline Equal Weight,1.1577210592994431
2021-10-01,0.012342170182835899,Baseline Equal Weight,1.17200984963757
2021-10-04,-0.002674270352646335,Baseline Equal Weight,1.1688755784436746
2021-10-05,0.005617750743428296,Baseline Equal Weight,1.1754420300934518
2021-10-06,0.000971710735553355,Baseline Equal Weight,1.1765842197331142
2021-10-07,0.008006648558154916,Baseline Equal Weight,1.1860047160795881
2021-10-08,-0.0007260894772498361,Baseline Equal Weight,1.185143570535274
2021-10-11,-0.008942032694964075,Baseline Equal Weight,1.174545977979321
2021-10-12,-0.0007150394873136623,Baseline Equal Weight,1.1737061312254005
2021-10-13,0.0031994455630917074,Baseline Equal Weight,1.177461340099323
2021-10-14,0.012679958244172562,Baseline Equal Weight,1.1923915007259098
2021-10-15,0.00476513757080288,Baseline Equal Weight,1.198073410265125
2021-10-18,0.000546258768014285,Baseline Equal Weight,1.198727868370207
2021-10-19,0.009579661003800588,Baseline Equal Weight,1.210211274985002
2021-10-20,0.008764338742139888,Baseline Equal Weight,1.2208179765485276
2021-10-21,0.0008889860912493219,Baseline Equal Weight,1.2219032667496263
2021-10-22,0.0013105339249410708,Baseline Equal Weight,1.2235046124336981
2021-10-25,0.006379935888902066,Baseline Equal Weight,1.231310493420801
2021-10-26,0.005304058631400821,Baseline Equal Weight,1.237841436471364
2021-10-27,-0.016192859751055444,Baseline Equal Weight,1.217797243696538
2021-10-28,0.008344650983747925,Baseline Equal Weight,1.227959336664156
2021-10-29,-0.0028256392887497928,Baseline Equal Weight,1.2244895665174906
2021-11-01,0.007461175731891201,Baseline Equal Weight,1.233625698355145
2021-11-02,0.004582309794136208,Baseline Equal Weight,1.239278553475016
2021-11-03,0.0050547059236500935,Baseline Equal Weight,1.2455427421203187
2021-11-04,0.004676926318802677,Baseline Equal Weight,1.2513680537521348
2021-11-05,0.004364928390093281,Baseline Equal Weight,1.2568301856964132
2021-11-08,0.003949575710675113,Baseline Equal Weight,1.2617941316702832
2021-11-09,-0.0007566975682509192,Baseline Equal Weight,1.260839335119215
2021-11-10,-0.007784110102287745,Baseline Equal Weight,1.2510248229133518
2021-11-11,0.0013167922155203904,Baseline Equal Weight,1.2526721626615869
2021-11-12,0.002194501291658657,Baseline Equal Weight,1.2554211533405726
2021-11-15,-0.0008587087364836377,Baseline Equal Weight,1.2543431122282327
2021-11-16,0.0004126820179466417,Baseline Equal Weight,1.2548607570749846
2021-11-17,-0.006225458161504549,Baseline Equal Weight,1.2470486739333004
2021-11-18,-0.0008484705773920131,Baseline Equal Weight,1.2459905898248922
2021-11-19,-0.007689636759913743,Baseline Equal Weight,1.2364093747828682
2021-11-22,0.001416276663413596,Baseline Equal Weight,1.238160472526799
2021-11-23,0.007062857814890577,Baseline Equal Weight,1.2469054238962736
2021-11-24,0.0018731504042177605,Baseline Equal Weight,1.2492410652950663
2021-11-26,-0.022029778329367478,Baseline Equal Weight,1.221720561546673
2021-11-29,0.008083930148740537,Baseline Equal Weight,1.2315968652274965
2021-11-30,-0.02277151859552018,Baseline Equal Weight,1.2035515343087841
2021-12-01,-0.013137975243081357,Baseline Equal Weight,1.1877393040472628
2021-12-02,0.021465293991124845,Baseline Equal Weight,1.2132344773934514
2021-12-03,-0.0009007541368664107,Baseline Equal Weight,1.2121416514189503
2021-12-06,0.013700797601592596,Baseline Equal Weight,1.2287489588495015
2021-12-07,0.014639166742671073,Baseline Equal Weight,1.246736819742983
2021-12-08,-0.0006247389621425459,Baseline Equal Weight,1.2459579346761518
2021-12-09,-0.006624504675048604,Baseline Equal Weight,1.2377040805129758
2021-12-10,0.005411903505497362,Baseline Equal Weight,1.2444024155650724
2021-12-13,-0.0058063146761827555,Baseline Equal Weight,1.2371770235564996
2021-12-14,-0.002003123954527397,Baseline Equal Weight,1.2346988046246228
2021-12-15,0.008172930634757547,Baseline Equal Weight,1.244789912309638
2021-12-16,0.005188184467772361,Baseline Equal Weight,1.2512481119983225
2021-12-17,-0.012404277764205607,Baseline Equal Weight,1.2357272828651575
2021-12-20,-0.00793526818999779,Baseline Equal Weight,1.2259214554659252
2021-12-21,0.013635049801826504,Baseline Equal Weight,1.2426369555643308
2021-12-22,0.005938664845482666,Baseline Equal Weight,1.2500165599680384
2021-12-23,0.004855126687119071,Baseline Equal Weight,1.25608554872768
2021-12-27,0.012365691105961973,Baseline Equal Weight,1.2716179146259092
2021-12-28,0.001893442554953273,Baseline Equal Weight,1.274025650099103
2021-12-29,0.0005390121441708473,Baseline Equal Weight,1.2747123653964916
2021-12-30,-0.001374931812846869,Baseline Equal Weight,1.2729597228130787
2021-12-31,-0.001025881554362007,Baseline Equal Weight,1.271653816913999
2022-01-03,0.00789353258049652,Baseline Equal Weight,1.2816916577489224
2022-01-04,0.008557829538885953,Baseline Equal Weight,1.2926601564773499
2022-01-05,-0.009713803910778696,Baseline Equal Weight,1.2801035091940525
2022-01-06,0.0007960560820972074,Baseline Equal Weight,1.2811225433782605
2022-01-07,0.001871645878891881,Baseline Equal Weight,1.28352035110693
2022-01-10,-0.006256184023373468,Baseline Equal Weight,1.2754904115926602
2022-01-11,0.010438560625179338,Baseline Equal Weight,1.2888046955809052
2022-01-12,0.00254078521860146,Baseline Equal Weight,1.2920792715011014
2022-01-13,-0.004715426210225471,Baseline Equal Weight,1.285986567038576
2022-01-14,0.0027788486177522387,Baseline Equal Weight,1.2895601290328391
2022-01-18,-0.010422173561390857,Baseline Equal Weight,1.2761201095502093
2022-01-19,-0.007240158511388373,Baseline Equal Weight,1.2668807976774954
2022-01-20,-0.011773923035989231,Baseline Equal Weight,1.251964640669868
2022-01-21,-0.013229841117012864,Baseline Equal Weight,1.2354013473896874
2022-01-24,0.0018782640805252715,Baseline Equal Weight,1.237721757365522
2022-01-25,-0.001688983346031736,Baseline Equal Weight,1.2356312659303104
2022-01-26,-0.008535256110923206,Baseline Equal Weight,1.225084836616931
2022-01-27,-0.0026532131598200337,Baseline Equal Weight,1.221834425406523
2022-01-28,0.015718961857947855,Baseline Equal Weight,1.2410403941362158
2022-01-31,0.012374374204113359,Baseline Equal Weight,1.2563974923756778
2022-02-01,0.010950258432125048,Baseline Equal Weight,1.2701553696106653
2022-02-02,0.009924119531451447,Baseline Equal Weight,1.2827605433221965
2022-02-03,-0.009571662356480215,Baseline Equal Weight,1.2704823925173012
2022-02-04,-0.0008988477450475596,Baseline Equal Weight,1.2693404222836644
2022-02-07,0.0024172070796757428,Baseline Equal Weight,1.272408680938927
2022-02-08,0.00400256782854469,Baseline Equal Weight,1.277501582990014
2022-02-09,0.012656250700741056,Baseline Equal Weight,1.2936699632949291
2022-02-10,-0.0168017043707539,Baseline Equal Weight,1.2719341030183238
2022-02-11,-0.010457606014640075,Baseline Equal Weight,1.2586327172923735
2022-02-14,-0.00648418196431122,Baseline Equal Weight,1.2504715137272142
2022-02-15,0.01056296470982665,Baseline Equal Weight,1.2636802001973584
2022-02-16,-0.00036046905209274893,Baseline Equal Weight,1.2632246825934448
2022-02-17,-0.015425567951036778,Baseline Equal Weight,1.2437387244146727
2022-02-18,-0.00840198305054285,Baseline Equal Weight,1.233288852732837
2022-02-22,-0.006932345335474266,Baseline Equal Weight,1.224739268507302
2022-02-23,-0.011310469002434487,Baseline Equal Weight,1.2108868929747858
2022-02-24,0.0061130095386723315,Baseline Equal Weight,1.218289056101794
2022-02-25,0.0255902643739927,Baseline Equal Weight,1.249465395131381
2022-02-28,-0.0018767736226132925,Baseline Equal Weight,1.2471204314354303
2022-03-01,-0.012896231197349173,Baseline Equal Weight,1.231037278020701
2022-03-02,0.01967809946588117,Baseline Equal Weight,1.2552617520238
2022-03-03,-0.0006895492982771367,Baseline Equal Weight,1.2543961871635378
2022-03-04,0.0026779488280557207,Baseline Equal Weight,1.25775539596287
2022-03-07,-0.016610118084741665,Baseline Equal Weight,1.2368639303142057
2022-03-08,-0.004702170966391139,Baseline Equal Weight,1.2310479846517057
2022-03-09,0.01349012618632739,Baseline Equal Weight,1.2476549773060812
2022-03-10,-0.00021181636100930934,Baseline Equal Weight,1.247390703568993
2022-03-11,-0.007940797488223295,Baseline Equal Weight,1.2374854266032593
2022-03-14,-0.009772847058779455,Baseline Equal Weight,1.2253916707915973
2022-03-15,0.008476043351911988,Baseline Equal Weight,1.2357781437162987
2022-03-16,0.014508445572803952,Baseline Equal Weight,1.2537073636544673
2022-03-17,0.015002773123964586,Baseline Equal Weight,1.2725164507952191
2022-03-18,0.004393717604026737,Baseline Equal Weight,1.2781075287264918
2022-03-21,0.004281435419453361,Baseline Equal Weight,1.2835796635698513
2022-03-22,0.004963677342200157,Baseline Equal Weight,1.2899509388628219
2022-03-23,-0.009105424807429596,Baseline Equal Weight,1.2782053875837331
2022-03-24,0.010268831223645636,Baseline Equal Weight,1.291331062977985
2022-03-25,0.009201997449106214,Baseline Equal Weight,1.30321388812546
2022-03-28,0.00022991488118240255,Baseline Equal Weight,1.3035135163917035
2022-03-29,0.011933388043900095,Baseline Equal Weight,1.3190688490032745
2022-03-30,-0.0038288556551445696,Baseline Equal Weight,1.3140183247812434
2022-03-31,-0.014221202142033151,Baseline Equal Weight,1.2953314045661934
2022-04-01,0.006186125023240008,Baseline Equal Weight,1.303344486581369
2022-04-04,0.0022766175502173525,Baseline Equal Weight,1.3063117035134992
2022-04-05,-0.01060468100132228,Baseline Equal Weight,1.2924586846094446
2022-04-06,-0.0009029271017112483,Baseline Equal Weight,1.2912916886352686
2022-04-07,0.0016742166564929217,Baseline Equal Weight,1.2934535906887725
2022-04-08,0.0035065897723676187,Baseline Equal Weight,1.297989201820914
2022-04-11,-0.011929035170042956,Baseline Equal Weight,1.2825054429820564
2022-04-12,-0.0007004274837972835,Baseline Equal Weight,1.281607140921672
2022-04-13,0.008842244191447968,Baseline Equal Weight,1.292939424219205
2022-04-14,-0.0017895739780088293,Baseline Equal Weight,1.2906256134704805
2022-04-18,0.0007497079830465214,Baseline Equal Weight,1.2915932057960238
2022-04-19,0.011961508825629075,Baseline Equal Weight,1.3070426093262755
2022-04-20,0.001933459726181752,Baseline Equal Weight,1.3095697235718113
2022-04-21,-0.011636137130243918,Baseline Equal Weight,1.2943313906867142
2022-04-22,-0.023505755428103514,Baseline Equal Weight,1.2639071535743152
2022-04-25,-0.0030376065863532142,Baseline Equal Weight,1.2600679008800788
2022-04-26,-0.019905870575549156,Baseline Equal Weight,1.234985152328756
2022-04-27,0.000820854231364132,Baseline Equal Weight,1.235998895116717
2022-04-28,0.016911672779662323,Baseline Equal Weight,1.256901703986955
2022-04-29,-0.03491485544757722,Baseline Equal Weight,1.213017162680437
2022-05-02,0.0042827520663411,Baseline Equal Weight,1.2182122144404137
2022-05-03,0.006453169685687987,Baseline Equal Weight,1.2260735445733755
2022-05-04,0.03082614395061034,Baseline Equal Weight,1.2638686641524295
2022-05-05,-0.025330554791964333,Baseline Equal Weight,1.2318541697052696
2022-05-06,-0.003267578446472963,Baseline Equal Weight,1.2278289895711427
2022-05-09,-0.03559861271205267,Baseline Equal Weight,1.1841199808947687
2022-05-10,-0.0041786877156276825,Baseline Equal Weight,1.1791719132767744
2022-05-11,-0.0033674548594864184,Baseline Equal Weight,1.1752011050872406
2022-05-12,0.0024514477622847863,Baseline Equal Weight,1.1780820492065414
2022-05-13,0.0219870155805586,Baseline Equal Weight,1.203984557577622
2022-05-16,0.0020556778233533635,Baseline Equal Weight,1.2064595619322942
2022-05-17,0.019054264195207615,Baseline Equal Weight,1.2294477611661865
2022-05-18,-0.027667993510321787,Baseline Equal Weight,1.1954314084889608
2022-05-19,-0.0019055530466635107,Baseline Equal Weight,1.1931534505264374
2022-05-20,0.0006539648135779341,Baseline Equal Weight,1.1939337309002809
2022-05-23,0.01914483547155732,Baseline Equal Weight,1.2167913957423093
2022-05-24,0.0007774847368344773,Baseline Equal Weight,1.2177374324804104
2022-05-25,0.008803887045134129,Baseline Equal Weight,1.2284582552865997
2022-05-26,0.014748339934138821,Baseline Equal Weight,1.2465759752304655
2022-05-27,0.019151363469380067,Baseline Equal Weight,1.270449604824301
2022-05-31,-0.007963899183437095,Baseline Equal Weight,1.2603318722538428
2022-06-01,-0.005248085487194576,Baseline Equal Weight,1.2537175428460186
2022-06-02,0.014594936780382595,Baseline Equal Weight,1.2720154711243128
2022-06-03,-0.008328148069157604,Baseline Equal Weight,1.2614219379345302
2022-06-06,-0.00046420173971084555,Baseline Equal Weight,1.2608363836764316
2022-06-07,0.010267784720320083,Baseline Equal Weight,1.273782380231568
2022-06-08,-0.012810628964715631,Baseline Equal Weight,1.257464426776629
2022-06-09,-0.023577811131328508,Baseline Equal Weight,1.2278161680177255
2022-06-10,-0.02575906062703892,Baseline Equal Weight,1.1961887769068984
2022-06-13,-0.04044870293473879,Baseline Equal Weight,1.1478044924159228
2022-06-14,-0.00665639092194914,Baseline Equal Weight,1.140164257012433
2022-06-15,0.01069743912586918,Baseline Equal Weight,1.1523610947453153
2022-06-16,-0.02869153989818518,Baseline Equal Weight,1.1192980804183137
2022-06-17,-0.004024583730670606,Baseline Equal Weight,1.1147933715740912
2022-06-21,0.021254470138237336,Baseline Equal Weight,1.1384877140005176
2022-06-22,-0.0030035890507518204,Baseline Equal Weight,1.1350681647683303
2022-06-23,0.0032783643601157486,Baseline Equal Weight,1.1387893317860087
2022-06-24,0.028106950730770297,Baseline Equal Weight,1.170797227427245
2022-06-27,-0.003446745739265955,Baseline Equal Weight,1.1667617870720657
2022-06-28,-0.009935317070791871,Baseline Equal Weight,1.155169638771421
2022-06-29,-0.004598591051314438,Baseline Equal Weight,1.1498574860078166
2022-06-30,-0.007309195796401102,Baseline Equal Weight,1.141452952504628
2022-07-01,0.010735052336339646,Baseline Equal Weight,1.1537065096892345
2022-07-05,-0.006393931952812348,Baseline Equal Weight,1.1463297887727648
2022-07-06,-0.00011955787474482449,Baseline Equal Weight,1.1461927360194624
2022-07-07,0.013848664698403512,Baseline Equal Weight,1.1620659749003417
2022-07-08,-0.0033434671235590407,Baseline Equal Weight,1.1581806455178558
2022-07-11,-0.007641223965006105,Baseline Equal Weight,1.1493307278135185
