date,family,method,method_label,fund,return,growth_1
2023-07-11,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0003718584215509635,1.7619667127392888
2023-07-12,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0016956938192491666,1.7649544688038037
2023-07-13,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.01520694916664267,1.791794041692342
2023-07-14,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.008523028426288493,1.7765225301409437
2023-07-17,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0009154155121895435,1.7748962738590985
2023-07-18,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0051125284690412,1.7839704815887982
2023-07-19,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0039884534311523945,1.7768551984004308
2023-07-20,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.008807155758827623,1.7925042388936259
2023-07-21,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0013319584866028356,1.79011669766036
2023-07-24,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.00755079720178653,1.7765998895087949
2023-07-25,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.02751999980757147,1.8254919181262084
2023-07-26,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.009931575430404127,1.8073619074437448
2023-07-27,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0008996997888206515,1.8057358243172952
2023-07-28,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.00023601095694525398,1.8061619977571826
2023-07-31,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0010800908953261246,1.804211178627921
2023-08-01,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.00839498324055854,1.789064856020911
2023-08-02,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.013491383421061598,1.7649278960831865
2023-08-03,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0004379985047762158,1.7657009318627088
2023-08-04,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0003410443601237212,1.7663031142071859
2023-08-07,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.014461325428467786,1.7918461983470522
2023-08-08,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0035215893806646026,1.7855360518031689
2023-08-09,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.010635195240334516,1.766546527283586
2023-08-10,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0013875970331707066,1.7689977820038028
2023-08-11,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0048043480098654,1.777496662977229
2023-08-14,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.015312302859102012,1.8047142302117796
2023-08-15,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.010055022986966922,1.7865677871420937
2023-08-16,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.007831052579630127,1.7725770808639105
2023-08-17,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.020986597972025067,1.735376718293394
2023-08-18,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.004274213746060962,1.7427940893173177
2023-08-21,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.009528514413445599,1.7594003279170456
2023-08-22,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.011946207231089523,1.7383821669973016
2023-08-23,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.024773745936294,1.781448405142677
2023-08-24,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.015939519860650564,1.7530529729081812
2023-08-25,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.002857434046830587,1.7580622061588667
2023-08-28,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.007163942550803659,1.7706568628045278
2023-08-29,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.019707924333669746,1.8055528342775726
2023-08-30,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0035290916225102498,1.799180872896124
2023-08-31,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.004960766296697838,1.7902555570601975
2023-09-01,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0031145720266833044,1.7846796771815634
2023-09-05,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.012096639848266255,1.763091049882178
2023-09-06,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.008673780462922887,1.7477983851793557
2023-09-07,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0008943857919623266,1.7462351791364366
2023-09-08,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0006428635716015929,1.7473577701205525
2023-09-11,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.003413217983467387,1.7533218830850794
2023-09-12,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.005839588955020902,1.7635605621881394
2023-09-13,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.006150712846226369,1.7527134075831905
2023-09-14,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.01292325682491402,1.7753641730898582
2023-09-15,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0069706280608428095,1.762988769766703
2023-09-18,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.006564329652625656,1.7745616092253287
2023-09-19,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.003425404125413256,1.7684830185682883
2023-09-20,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.009459695439269722,1.7517537078231118
2023-09-21,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.015317249783478482,1.7249216587212506
2023-09-22,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.004609095615218051,1.7169713298674438
2023-09-25,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.004121088132928552,1.724047120039539
2023-09-26,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.008599166248288492,1.7092217522344362
2023-09-27,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.003361834372954453,1.7149678726720994
2023-09-28,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.011158479413600597,1.7341043063742974
2023-09-29,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.009955083855271107,1.7168411525905545
2023-10-02,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0035980276551734747,1.7106639106439938
2023-10-03,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.015645484909088903,1.6838997442454902
2023-10-04,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.007852857966052396,1.697123169766122
2023-10-05,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.003119871804790453,1.7024179764927319
2023-10-06,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0174770429230533,1.732171208540873
2023-10-09,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.004825623051906813,1.7238124032270887
2023-10-10,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.004517400444672859,1.7315995541439593
2023-10-11,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.015994109215430097,1.7592949465303278
2023-10-12,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.007137211340995764,1.7467384866857951
2023-10-13,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.012193161033050792,1.7254402230350079
2023-10-16,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.006731391716521928,1.7370548370596994
2023-10-17,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.00561590808585033,1.7272996967546905
2023-10-18,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.02070228695269205,1.691540642779177
2023-10-19,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.007114116770551071,1.679506825124313
2023-10-20,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.00170062251065628,1.6766506180107057
2023-10-23,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.011988422666358467,1.6967510142832292
2023-10-24,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.02990055615285203,1.7474848132632135
2023-10-25,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.017366742626455878,1.717136694267631
2023-10-26,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.015512591970749945,1.6904994533714548
2023-10-27,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.019500235876713234,1.6575343152812567
2023-10-30,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.01870510915362189,1.6885386755744665
2023-10-31,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0105941721082623,1.6706500062339733
2023-11-01,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.003551496841223134,1.6765833144539026
2023-11-02,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.005984904336943764,1.6866175052038253
2023-11-03,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.014165335445038174,1.710509007932511
2023-11-06,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.019923659124838622,1.7445886063365241
2023-11-07,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0014512305395439906,1.7471204066009802
2023-11-08,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.012318844575138321,1.7686429113439501
2023-11-09,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.005185935879061687,1.7594708426127634
2023-11-10,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.01742882698897441,1.7901363555208063
2023-11-13,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0037081787794615018,1.7967745011666911
2023-11-14,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.011012883615680868,1.816562169631663
2023-11-15,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.00493365936022494,1.8075998706800291
2023-11-16,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0049005843179583675,1.8164581662594272
2023-11-17,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0010678641178603065,1.81839789675677
2023-11-20,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.005443438636036024,1.8282962341236624
2023-11-21,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.006536358115443508,1.8163458351963133
2023-11-22,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.005959509489762427,1.8055213049547705
2023-11-24,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0019252196067109928,1.8020452799381372
2023-11-27,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0012260745480650037,1.80425472179033
2023-11-28,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.006597635013144698,1.7923509076652144
2023-11-29,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0007882669926804198,1.7937637587250277
2023-11-30,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0055160731205243785,1.8036582907791017
2023-12-01,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.005810526496362156,1.814138495068057
2023-12-04,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.0016809904842171042,1.8110889455207957
2023-12-05,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.003892057909695712,1.8181378085763724
2023-12-06,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.007975189243571212,1.803637815482084
2023-12-07,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.003769740540644051,1.8104370620757455
2023-12-08,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.012008145945431314,1.832177054542169
2023-12-11,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.012305084362228436,1.8096319613194884
2023-12-12,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.01291421516189084,1.8330019378318028
2023-12-13,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.00475599074800459,1.8417196780892053
2023-12-14,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.003420289627575901,1.8354204633773343
2023-12-15,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.00380940293837706,1.8424123194836812
2023-12-18,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.011573009419311386,1.8637345746113212
2023-12-19,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.006471919840930873,1.875796515382977
2023-12-20,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.01402167553577005,1.8494947052731487
2023-12-21,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.019458905254636116,1.8854838475120101
2023-12-22,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0006846208087334382,1.8867746889885477
2023-12-26,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.0025638887347807504,1.891612169358715
2023-12-27,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,0.012329361384645576,1.9149345393943318
2023-12-28,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.00120144437380032,1.9126338520657806
2023-12-29,Combined,max_sharpe,Maximum Sharpe,Combined Maximum Sharpe,-0.005405253931089926,1.9022955804181665
2021-01-04,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.003658269706259931,1.00365826970626
2021-01-05,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0011312993947976135,1.0047937076993623
2021-01-06,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006450623336980543,1.011275253439099
2021-01-07,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006117738884446222,1.0174619713799415
2021-01-08,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.002735580464913512,1.0146786222872421
2021-01-11,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.00023075585280318833,1.0149127653180492
2021-01-12,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.001355839162581196,1.016288823791871
2021-01-13,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0017338304614480382,1.0145267512715515
2021-01-14,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.00400182749503597,1.0185867123192394
2021-01-15,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.00538559095891733,1.0131010209304996
2021-01-19,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.010192127262295347,1.0234266754653847
2021-01-20,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0150186061502533,1.0387971176278623
2021-01-21,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.009560278834156888,1.0288659275312215
2021-01-22,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0005140418926840029,1.0283370473425153
2021-01-25,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0034745952274988223,1.031910102339472
2021-01-26,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0023755232192816944,1.029458775931153
2021-01-27,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.021807022086665517,1.0070093456671108
2021-01-28,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0005496582565012176,1.0075628566683306
2021-01-29,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.010214104574618355,0.997271504284819
2021-02-01,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0007131924971572889,0.9979827508393038
2021-02-02,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006373522227478556,1.0043434160844182
2021-02-03,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0023524281345010944,1.0019807703757204
2021-02-04,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0024571925152301333,1.0044428300250923
2021-02-05,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.01447291583258803,1.018980046562692
2021-02-08,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.002898370911804893,1.0219334286893589
2021-02-09,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.001101628039917757,1.0208076381693854
2021-02-10,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.007146157726623414,1.013512785778485
2021-02-11,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.004873128631609269,1.0085738076036057
2021-02-12,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.004217549384066599,1.01282751744465
2021-02-16,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.008995912591737265,1.0037162096272116
2021-02-17,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006928432126676487,1.0106703892600588
2021-02-18,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.011785125719771528,0.9987595116613786
2021-02-19,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.007290957675930798,0.9914775983334221
2021-02-22,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0016438157204166082,0.9931074047960035
2021-02-23,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.006950867400232985,0.9862044469110769
2021-02-24,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0005940039107408257,0.9856186376128218
2021-02-25,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.008876444399332328,0.9768698485771059
2021-02-26,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.017374476270962447,0.9598972465731843
2021-03-01,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.008962584586785782,0.9685004068402192
2021-03-02,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.004921703546784562,0.973267078727627
2021-03-03,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.013231461154478152,0.96038933318251
2021-03-04,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0027391905207418965,0.9577586438248348
2021-03-05,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.015459837378545283,0.9725654367062628
2021-03-08,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.005028083915211035,0.9676752960774698
2021-03-09,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006917575655263519,0.9743692631478152
2021-03-10,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.009541049835463555,0.9836657688456525
2021-03-11,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.00044275793050818635,0.9832302430255266
2021-03-12,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.005215799572180435,0.9883585749064541
2021-03-15,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.013897402402154091,1.0020941917395487
2021-03-16,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.00507851449496699,1.0071833416176204
2021-03-17,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.009781369943635987,0.9973317087521909
2021-03-18,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.007739894400211611,0.9896124666444663
2021-03-19,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0025869302200891564,0.9870524082483267
2021-03-22,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.009172162345923995,0.9961058131807157
2021-03-23,Combined,min_variance,Minimum Variance,Combined Minimum Variance,2.2984403236447903e-05,0.9961287080783919
2021-03-24,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.006202650618693628,0.989950069730931
2021-03-25,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0024381568251590213,0.9923637232500121
2021-03-26,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.017250352083913345,1.009482346871378
2021-03-29,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.010907875227477604,1.0204936543553924
2021-03-30,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.009527630563602396,1.0107707678241937
2021-03-31,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0013741989042115321,1.0121597679057468
2021-04-01,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006896891234110525,1.0191405237365352
2021-04-05,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.012228381267364252,1.0316029626258068
2021-04-06,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0006765351763943217,1.0309050469335177
2021-04-07,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.002010247176695623,1.0288326729734782
2021-04-08,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0009755388753358574,1.0298363392421797
2021-04-09,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.002942629636643712,1.0328667661749265
2021-04-12,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0020396930980379757,1.0349734973890863
2021-04-13,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.003604780914029382,1.0387043500990008
2021-04-14,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.003195607295201741,1.0353850589002667
2021-04-15,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.009089497641025623,1.0447961889506938
2021-04-16,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0014331571926193831,1.0462935461237097
2021-04-19,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0021016819712923462,1.044094569841142
2021-04-20,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.006042603145794967,1.0504036189733714
2021-04-21,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.003873823480873728,1.0544726971769451
2021-04-22,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0006174273872450176,1.053821636854606
2021-04-23,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.002661876402183294,1.0566267798018596
2021-04-26,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.004980523980887552,1.0513642247862085
2021-04-27,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.00386684525736003,1.047298762019836
2021-04-28,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0005751534327262942,1.0466964045417702
2021-04-29,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.008474673307466984,1.055566814622362
2021-04-30,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-3.719192200146715e-05,1.0555275560637252
2021-05-03,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.008372282743304371,1.0643647312064397
2021-05-04,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.005764767296726814,1.0582289162121914
2021-05-05,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0047320062493978465,1.063236462057001
2021-05-06,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.007233012613390155,1.0709268647980756
2021-05-07,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0005478393917348612,1.071513560720279
2021-05-10,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0035119604369644453,1.0752766739531996
2021-05-11,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.007765590397017741,1.0669265157398113
2021-05-12,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.01569877486871607,1.0501770765677485
2021-05-13,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.012297355435063384,1.063091477348058
2021-05-14,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.00295465158962549,1.0662325422715218
2021-05-17,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0023879161154073403,1.0636864684010598
2021-05-18,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0040707264531248954,1.0593564917563087
2021-05-19,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.003563838085506754,1.0555811167448588
2021-05-20,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.011154069281504642,1.067355141653279
2021-05-21,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.002988778626118793,1.0641650534194276
2021-05-24,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.00029482729998275836,1.0644787983288633
2021-05-25,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.005448971121780666,1.0586784840970216
2021-05-26,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0014674638060530043,1.060232056454681
2021-05-27,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0049183019141091355,1.05501751510202
2021-05-28,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0004669362609126537,1.055510141035719
2021-06-01,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.004349891101988468,1.0509187868651693
2021-06-02,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.001304795279515547,1.052290020737425
2021-06-03,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.004219309919381686,1.0567299584599887
2021-06-04,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.005763015676238048,1.062819909776144
2021-06-07,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.004476156763648431,1.0580625612484593
2021-06-08,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.005366269257364276,1.0523847126536636
2021-06-09,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.005138283675520716,1.0577921638430594
2021-06-10,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.008313177390480764,1.0665857777433472
2021-06-11,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.001709235688477806,1.068408824219489
2021-06-14,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.000411979469016277,1.0688489867195832
2021-06-15,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.004461340429325,1.064080487522288
2021-06-16,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.010980291990690394,1.0523965730676972
2021-06-17,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-2.9259547770332794e-05,1.0523657804198943
2021-06-18,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.010848251753646787,1.0409494514969764
2021-06-21,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.009537120272306465,1.0508771116132944
2021-06-22,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.0011388192173863443,1.0496803525634777
2021-06-23,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.007061356956102105,1.04226818490422
2021-06-24,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.005648746971888219,1.0481556941575931
2021-06-25,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.010710072633075773,1.059381517772793
2021-06-28,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.002057495503921647,1.0615611904825482
2021-06-29,Combined,min_variance,Minimum Variance,Combined Minimum Variance,-0.00280986527459004,1.0585783465565588
2021-06-30,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.0073188647018498365,1.0663259382513142
2021-07-01,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.003380083761779673,1.0699302092399618
2021-07-02,Combined,min_variance,Minimum Variance,Combined Minimum Variance,0.005118139634095575,1.0754062614495892
