date,sector,vader_sentiment,vader_sentiment_lag1,headline_count,ticker_news_count,tickers_in_sector,coverage_share,finance_sentiment,finance_sentiment_lag1,sentiment_difference
2020-03-06,Comm,0.027944999999999998,0.181035,6,2,5,0.4,0.073825,0.181035,0.045880000000000004
2020-03-09,Comm,-0.010929999999999999,0.027944999999999998,16,4,5,0.8,-0.02551857142857143,0.073825,-0.01458857142857143
2020-03-10,Comm,-0.044323999999999995,-0.010929999999999999,18,5,5,1.0,-0.064748,-0.02551857142857143,-0.020424000000000005
2020-03-11,Comm,0.022200000000000004,-0.044323999999999995,9,4,5,0.8,0.022200000000000004,-0.064748,0.0
2020-03-12,Comm,-0.004152,0.022200000000000004,12,3,5,0.6,-0.004152,0.022200000000000004,0.0
2020-03-13,Comm,0.07825299999999999,-0.004152,16,3,5,0.6,0.081467,-0.004152,0.0032140000000000085
2020-03-16,Comm,-0.01231133333333334,0.07825299999999999,28,4,5,0.8,-0.004079666666666681,0.081467,0.00823166666666666
2020-03-17,Comm,0.05186599999999999,-0.01231133333333334,17,4,5,0.8,0.06398933333333333,-0.004079666666666681,0.01212333333333334
2020-03-18,Comm,-0.02648399999999999,0.05186599999999999,11,4,5,0.8,-0.02648399999999999,0.06398933333333333,0.0
2020-03-19,Comm,0.03651833333333333,-0.02648399999999999,14,5,5,1.0,0.03651833333333333,-0.02648399999999999,0.0
2020-03-20,Comm,0.013975000000000001,0.03651833333333333,6,3,5,0.6,0.013975000000000001,0.03651833333333333,0.0
2020-03-23,Comm,0.16331284415584416,0.013975000000000001,28,5,5,1.0,0.16331284415584416,0.013975000000000001,0.0
2020-03-24,Comm,0.1751407619047619,0.16331284415584416,18,4,5,0.8,0.18963676190476192,0.16331284415584416,0.014496000000000009
2020-03-25,Comm,0.17759866666666665,0.1751407619047619,15,5,5,1.0,0.17759866666666665,0.18963676190476192,0.0
2020-03-26,Comm,0.12920166666666666,0.17759866666666665,13,5,5,1.0,0.12920166666666666,0.17759866666666665,0.0
2020-03-27,Comm,0.11372933333333332,0.12920166666666666,11,3,5,0.6,0.12874533333333332,0.12920166666666666,0.015016000000000002
2020-03-30,Comm,0.183099,0.11372933333333332,15,4,5,0.8,0.22919399999999998,0.12874533333333332,0.04609499999999997
2020-03-31,Comm,0.12033333333333333,0.183099,6,3,5,0.6,0.12033333333333333,0.22919399999999998,0.0
2020-04-01,Comm,0.06144666666666667,0.12033333333333333,21,4,5,0.8,0.06144666666666667,0.12033333333333333,0.0
2020-04-02,Comm,-0.09556,0.06144666666666667,10,5,5,1.0,-0.09556,0.06144666666666667,0.0
2020-04-03,Comm,0.2131947619047619,-0.09556,16,5,5,1.0,0.2131947619047619,-0.09556,0.0
2020-04-06,Comm,0.2485433333333334,0.2131947619047619,16,4,5,0.8,0.31040333333333336,0.2131947619047619,0.06185999999999997
2020-04-07,Comm,0.08162636363636364,0.2485433333333334,20,4,5,0.8,0.18040636363636364,0.31040333333333336,0.09878
2020-04-08,Comm,0.037483999999999996,0.08162636363636364,13,4,5,0.8,0.037483999999999996,0.18040636363636364,0.0
2020-04-09,Comm,-0.02296333333333333,0.037483999999999996,16,5,5,1.0,-0.0018883333333333308,0.037483999999999996,0.021074999999999997
2020-04-13,Comm,0.058230000000000004,-0.02296333333333333,16,4,5,0.8,0.058230000000000004,-0.0018883333333333308,0.0
2020-04-14,Comm,0.20913561904761907,0.058230000000000004,16,4,5,0.8,0.20913561904761907,0.058230000000000004,0.0
2020-04-15,Comm,0.12380333333333335,0.20913561904761907,16,4,5,0.8,0.12380333333333335,0.20913561904761907,0.0
